Timestamp,SF ID of the candidate whose project is being reviewed,GitHub repo link under review,Is the GitHub link provided proper?,Folder structure is inline with the MiniProject template,"GitHub actions are added and are working for Build (Windows + Linux), Analysis, Unit testing",Clone and build works on Linux and Windows,High level and low level requirements are captured clearly with SWAT analysis,Design of the project is captured clearly with UML diagrams,Test plan captures Integration and unit test plans to test all the requirements,Multi function and Mutifile Approach is followed in the implementation of code,Number of Unit test cases written in total,Code is commented in Doxygen style and can generate document,"Makefile is written to build (Windows +Linux), Test unit test cases, Analyze(Static + Dynamic), Code Coverage ",Code is implemented using best practices [Comments are added for each function],"Code is implemented using best practices [Meaningful names for variables, functions and files]",Code is implemented using best practices [Dynamic memory is freed after use],"Code is implemented using best practices [Typedef used for enums, structures and function pointers]",Code is implemented using best practices [Structures used are passed to functions by pointers],Code is implemented using best practices [Use of function pointers],Code is implemented using best practices [Unit test cases to test all the written code - Code coverage],Overall Concepts/Elements/Components that you like about this project,Any other comments,Overall Concepts/Elements/Components that needs improvement in this project
15-04-2021 16:24,260256,https://github.com/PrabhatRoshan/LTTS-Mini_Project.git,Yes,Yes,Yes,Errors during compilation,Yes,Yes,Yes,Needs improvements,7,Need improvement,Yes,Implemented correctly,Implemented correctly,Implemented correctly,Need improvement,Need improvement,Need improvement,Implemented correctly,Clear,,None
15-04-2021 16:24,256398,https://github.com/mahimakumar3/mini_project369.git,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,Yes,No,No,No,No,No,No,No,-,,no
15-04-2021 16:24,256437,https://github.com/meghasanthos/stepinminiproject.git,Yes,Yes,No,Yes,Needs improvements,Yes,Yes,Yes,7,Yes,Yes,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,"Easy to Understand Code, Unit Test Cases supportive of code",,SWAT Analysis & UML Diagrams would improve the project output
15-04-2021 16:24,256536,https://github.com/ArrijithKM/MiniProject_LTTS,Yes,Yes,Yes,Errors during compilation,Needs improvements,Yes,Needs improvements,Yes,4,Yes,Yes,Implemented correctly,Need improvement,Implemented correctly,Implemented correctly,No,No,Implemented correctly,Project structure is upto the mark and almost all the elements are included. and make file utility is used very well ,,Report and Images & videos are missing. so need to work on that part. and Test plan needs some more files to structure the code properly. Use SWOT analysis it will be explain much about your project requirements 
15-04-2021 16:25,259940,https://github.com/skandams/Image-steganography,Yes,Yes,No,No,No,No,No,Yes,0,No,No,Need improvement,Implemented correctly,Implemented correctly,Need improvement,No,No,No,Multifile Approach,,"Requirements, UML Diagrams"
15-04-2021 16:25,257858,https://github.com/257858/miniproject_Restaurant_menu.git,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,Yes,Yes,Implemented correctly,Implemented correctly,Implemented correctly,Need improvement,Implemented correctly,Need improvement,Implemented correctly,Good,Good,Implement design part properly
15-04-2021 16:25,265158,"https://github.com/imrahulkr/MiNi_Project.git	",Yes,Yes,No,No,Yes,Yes,Yes,No,0,No,Yes,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,If-else usage,,need test cases
15-04-2021 16:25,255990,https://github.com/jayavaidy/LTTSMiniProj_Connect4.git,Yes,Yes,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,na,Hasn't implemented anything besides cloning the template,na
15-04-2021 16:26,261634,https://github.com/Akash0299/LandTProject,Yes,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,He didn't uploaded his project,,He didn't uploaded his project
15-04-2021 16:26,259882,https://github.com/Prathzz/Mini-Project.git,Yes,Yes,Yes,Yes,No,No,No,No,0,No,No,No,Implemented correctly,No,No,No,No,Need improvement,NA,,Didnot uploaded all the steps
15-04-2021 16:26,280956,https://github.com/Chinnam-Narendra-Prasad/CASHPOINT-TRANSACTION-SYSTEM.git,Yes,Yes,Yes,Yes,Needs improvements,Needs improvements,Needs improvements,Yes,4,Need improvement,Yes,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Need improvement,Need improvement,None,,None
15-04-2021 16:26,260566,https://github.com/Prasun-Kr/mini_project.git,Yes,Yes,Yes,Yes,Needs improvements,Needs improvements,Needs improvements,Yes,NIL,Need improvement,Need improvement,Need improvement,Implemented correctly,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,NIL,NIL,NIL
15-04-2021 16:26,259085,https://github.com/259085AayushiiG/MinorProject,Yes,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,no implementation found,,no implementation found
15-04-2021 16:26,266454,https://github.com/Ramyabharathi-T/miniproject-Phonebook,Yes,Some folders are missing,No,No,No,No,No,Yes,Not yet written,No,Need improvement,Implemented correctly,Implemented correctly,Need improvement,Need improvement,Need improvement,No,Need improvement, , , 
15-04-2021 16:26,256322,https://github.com/amansurya/256322-MiniProject.git,Yes,Some folders are missing,Yes,Yes,No,No,No,No,0,No,No,No,No,No,No,No,No,No,None,,None
15-04-2021 16:26,260733,https://github.com/260733/MiniProject.git,Yes,Yes,No,Makefile to build on both OS is missing,Yes,No,No,No,0,No,No,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,The requirements gathering was perfect. ,,Code part is not implemented yet. everything is in a single file
15-04-2021 16:26,265087,https://github.com/harsha7780/miniproject,Yes,Some folders are missing,No,No,Needs improvements,Needs improvements,No,No,0,No,No,No,No,No,No,No,No,No,only requirements and design folders available,,implementation and many other important folders missing
15-04-2021 16:27,256869,https://github.com/Sameekshshetty/256869,Yes,No,No,No,No,No,No,No,0,No,No,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,no,,-
15-04-2021 16:27,256171,https://github.com/aviTak/LnT__Mini__Project,Yes,Yes,No,No,Yes,Yes,No,Yes,3,Yes,Yes,Implemented correctly,Implemented correctly,Implemented correctly,Need improvement,Need improvement,Need improvement,Need improvement,it's good,,needs improvement in test plan
15-04-2021 16:27,265163,https://github.com/supriyayadav221/miniproject265163.git,Yes,Yes,No,Yes,No,No,No,Yes,0,No,Need improvement,No,Implemented correctly,Implemented correctly,No,No,No,No,Concept of the project,Test cases are not related,Requirements and design are not done
15-04-2021 16:27,259141,https://github.com/259141AnushaD/LnT_Miniproject_AnushaD.git,Yes,Some folders are missing,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,Your project idea was good and as everyone are new to this format it takes some time but try to implement faster. ,,You are good with your idea and try to follow the template shared and implement your work accordingly.
15-04-2021 16:27,263994,https://github.com/Rohinik7/LTTS_MiniProject.git,Yes,Yes,No,No,No,No,No,Yes,4,No,Yes,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented well,-,Deoxygen documenation
15-04-2021 16:27,260735,https://github.com/VaibhavGaur56789/LnT_Quiz_miniproject.git,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,1,No,Yes,Need improvement,Implemented correctly,Implemented correctly,Implemented correctly,Need improvement,Implemented correctly,Need improvement,nice work,,keep up the good work
15-04-2021 16:27,255976,https://github.com/AnnaroseK/MiniProjectC,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Unspecified,Yes,Yes,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Everything implemented properly!,,Everything is done well!
15-04-2021 16:27,259106,https://github.com/Sridharrajkn/Ltts_project.git,Yes,No,No,No,No,No,No,No,0,No,No,No,No,No,No,No,No,No,nothing is present in repository link,,nothing to review
15-04-2021 16:27,263998,https://github.com/263998/miniproject_ltts.git,Yes,Yes,Yes,Yes,Needs improvements,No,No,Yes,13,Yes,Yes,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,The project has implemented a simple calendar application and all in all a decent project,,UML diagrams need to be added 
15-04-2021 16:28,293645,https://github.com/netizener/stepin-c.git,No,No,Yes,No,No,No,No,No,NA,No,No,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,NA,,Proper link is not provided so I couldn't go through it
15-04-2021 16:28,287531,https://github.com/YARRA-GOWRI-SRIPRIYA/Online-Snack-Edge.git,Yes,Yes,Yes,Yes,No,No,Needs improvements,Yes,1,No,No,Need improvement,Need improvement,No,No,No,No,Need improvement,None,,Need improvement
15-04-2021 16:28,260913,https://github.com/AnnapoornaDevarasetty/MiniProject_C_260913,Yes,Some folders are missing,Yes,Yes,Needs improvements,Yes,Yes,Needs improvements,1,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,improvement needed,,improve fields
15-04-2021 16:29,258376,https://github.com/Mnjt253/project_l-T.git,Yes,No,No,No,No,No,No,No,0,Yes,No,Implemented correctly,Implemented correctly,Need improvement,No,No,No,No,Good,,Nothing
15-04-2021 16:29,258089,https://github.com/sourabhrajshekar/stepin-project.git,Yes,No,No,No,No,No,No,No,0,No,No,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,-,,-
15-04-2021 16:29,255976,https://github.com/AnnaroseK/MiniProjectC.git,Yes,Some folders are missing,Errors are shown,Yes,Yes,Yes,Needs improvements,No,1,Need improvement,Yes,Need improvement,Implemented correctly,Need improvement,Implemented correctly,Need improvement,Implemented correctly,Implemented correctly,Good work with Requirements and SWOT analysis,,Add Badges too.All the best!
15-04-2021 16:29,260197,https://github.com/dikshithcs/MiniProject_260197.git,Yes,Yes,No,Errors during compilation,Needs improvements,Needs improvements,Needs improvements,Needs improvements,1,Need improvement,Errors exist in makefile,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,Template was proper,,Some folders needs improvement.
15-04-2021 16:29,265151,https://github.com/raghav94603/265151_lttsproject,Yes,Some folders are missing,Yes,Yes,Needs improvements,Needs improvements,Needs improvements,Needs improvements,0,Need improvement,Yes,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,~,~,~
15-04-2021 16:29,255906,https://github.com/PothuNikhil/255906_Online_Voting.git,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,Yes,Yes,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Everything is implemented perfectly,,Improve the documentation of the code .
15-04-2021 16:30,265827,https://github.com/MaryParmar/LTTS-miniproject.git,Yes,Yes,Yes,Yes,Needs improvements,Needs improvements,Needs improvements,Yes,NIL,Need improvement,Need improvement,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Need improvement,Need improvement,NIL,NIL,NIL
15-04-2021 16:30,264011,https://github.com/mufnas2017/Hang-Man,Yes,Some folders are missing,No,Makefile to build on both OS is missing,No,No,No,No,0,No,No,Implemented correctly,Implemented correctly,No,No,No,No,No,Nice approach for hangman system.,,"Only main file created and requirements analysis done. Makefile, unit testing, static analysis, heap analysis needs to be done."
15-04-2021 16:30,265151,https://github.com/raghav94603/265151_lttsproject.git,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,Yes,Yes,Implemented correctly,Need improvement,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Need improvement,Good,,"Design part is not implemented,i.e all case diagrams are not provided properly"
15-04-2021 16:30,263971,https://github.com/nikhiljose21/LTTS_Mini_Project.git,Yes,Yes,Yes,Yes,Needs improvements,Yes,Yes,Yes,10,Yes,Yes,Implemented correctly,Implemented correctly,No,Need improvement,No,No,Implemented correctly,Testing,,Clean Coding
15-04-2021 16:30,264011,https://github.com/mufnas2017/Hang-Man,Yes,Some folders are missing,No,Makefile to build on both OS is missing,No,No,No,No,0,No,No,Implemented correctly,Implemented correctly,No,No,No,No,No,Good way to do hang-man project,,"Only main file created and requirements analysis done. Makefile, unit testing, static analysis needs to be done"
15-04-2021 16:30,260201,https://github.com/Anvithagreddy/Project_ltts.git,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,0,No,No,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,Simple to Understand Project,,Needs completion
15-04-2021 16:30,263681,https://github.com/ogiralasaivaishnavi/ltts_miniproject.git,No,No,No,No,No,No,No,No,0,No,No,Need improvement,Need improvement,No,Need improvement,No,No,No,She had to do lot of work.She had  only make one file.,no,"She need s to work upon this project like on unit testing,doxygen etc"
15-04-2021 16:31,255967,https://github.com/ShodaPratheepKumarReddy/stepin255967,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,Yes,Yes,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,~,~,~
15-04-2021 16:31,266453,https://github.com/vikramsvdd/MiniProject_TicTacToeGamehub,No,Some folders are missing,No,Errors during compilation,No,Yes,Yes,Yes,1,No,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,I like the idea of implementing this game,,.yml files 
15-04-2021 16:31,261796,https://github.com/shweta350/MiniCProject,Yes,No,No,No,Yes,Yes,No,Needs improvements,Not included (no such test case file),Need improvement,No,Implemented correctly,Implemented correctly,No,No,Need improvement,No,No,Name of the project caught my first attention as it's been a long time since I have played this game.,"Just a little bit of more effort can help you progress a lot. I too thought it to be difficult till day before yesterday but when the program started to run and with the help of new friends, it became a lot easier as they became my guide. All the best :)",Every part of the program needs to be done with more efficiency and correctly.
15-04-2021 16:31,259947,https://github.com/waghtejashri/C_Project-Quiz--LTTS,Yes,Some folders are missing,No,No,No,Needs improvements,Yes,Needs improvements,12,Need improvement,Need improvement,Implemented correctly,Implemented correctly,Need improvement,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Nice project,,More dataset
15-04-2021 16:31,261805,https://github.com/Dhyey-Hulk/LTTS-MiniProject.git,Yes,Yes,Yes,Yes,Yes,No,No,Yes,1,Yes,Yes,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Implemented correctly,Everything is nice till completed,,"test_plan,Design"
15-04-2021 16:31,261723,https://github.com/nikhilsai992/Miniproject_C.git,Yes,Yes,Yes,Yes,Yes,No,Needs improvements,Yes,0,Yes,No,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,Need improvement,It is a decent library management system ,,It is not complete
15-04-2021 16:32,263998,https://github.com/263998/miniproject_ltts,Yes,Yes,No,No,No,No,Yes,Yes,13,Yes,Yes,Implemented correctly,Implemented correctly,No,No,No,No,Implemented correctly,The Usage of all the prescribed practices done accurately.,,Need to try usage with both operating systems.
